condition,condition_group,sex,min_age,max_age,value,diagnoses,mortality_flag
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,55,64,0.04,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,65,74,0.12,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,65,74,0.01,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,75,84,0.05,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,75,84,0,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,85,1000,0,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,85,1000,0,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,16,24,0.03,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,16,24,0.01,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,25,34,0.05,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,25,34,0.01,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,35,44,0.07,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,X5,NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,2,35,44,0.01,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V01,NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V879,NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V88,NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,V9,NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,W5[0-2],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,W7[5-9],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,W[89],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,X[12],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,X3[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,X5,NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,Y[4-7],NA
Unintentional injuries: Other unintentional injuries,acute,1,45,54,0.08,Y8[^7],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V01,NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V09[019],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V1[01],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V1[2-4][0-2],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V1[5-8],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V19[1-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V[2-7][^9][12],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V[2-7]9[0-3],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V80[^2-5],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V8[12][^1],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V8[3-6][4-9],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V879,NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V88,NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V89[^2],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,V9,NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,W[2-4],NA
Unintentional injuries: Other unintentional injuries,acute,2,45,54,0.03,W5[0-2],NA
